indice,posicao_angular_ideal
1888,0.613849056603774
1889,0.614566037735849
1890,0.615283018867924
1891,0.616
1892,0.616716981132075
1893,0.617433962264151
1894,0.618150943396226
1895,0.618867924528302
1896,0.619584905660377
1897,0.620301886792453
1898,0.621018867924528
1899,0.621735849056604
1900,0.622452830188679
1901,0.623169811320755
1902,0.62388679245283
1903,0.624603773584906
1904,0.625320754716981
1905,0.626037735849057
1906,0.626754716981132
1907,0.627471698113208
1908,0.628188679245283
1909,0.628905660377358
1910,0.629622641509434
1911,0.630339622641509
1912,0.631056603773585
1913,0.63177358490566
1914,0.632490566037736
1915,0.633207547169811
1916,0.633924528301887
1917,0.634641509433962
1918,0.635358490566038
1919,0.636075471698113
1920,0.636792452830189
1921,0.637509433962264
1922,0.63822641509434
1923,0.638943396226415
1924,0.639660377358491
1925,0.640377358490566
1926,0.641094339622642
1927,0.641811320754717
1928,0.642528301886792
1929,0.643245283018868
1930,0.643962264150943
1931,0.644679245283019
1932,0.645396226415094
1933,0.64611320754717
1934,0.646830188679245
1935,0.647547169811321
1936,0.648264150943396
1937,0.648981132075472
1938,0.649698113207547
1939,0.650415094339623
1940,0.651132075471698
1941,0.651849056603774
1942,0.652566037735849
1943,0.653283018867925
1944,0.654
1945,0.654716981132075
1946,0.655433962264151
1947,0.656150943396226
1948,0.656867924528302
1949,0.657584905660377
1950,0.658301886792453
1951,0.659018867924528
1952,0.659735849056604
1953,0.660452830188679
1954,0.661169811320755
1955,0.66188679245283
1956,0.662603773584906
1957,0.663320754716981
1958,0.664037735849057
1959,0.664754716981132
1960,0.665471698113207
1961,0.666188679245283
1962,0.666905660377358
1963,0.667622641509434
1964,0.668339622641509
1965,0.669056603773585
1966,0.66977358490566
1967,0.670490566037736
1968,0.671207547169811
1969,0.671924528301887
1970,0.672641509433962
1971,0.673358490566038
1972,0.674075471698113
1973,0.674792452830189
1974,0.675509433962264
1975,0.67622641509434
1976,0.676943396226415
1977,0.677660377358491
1978,0.678377358490566
1979,0.679094339622642
1980,0.679811320754717
1981,0.680528301886792
1982,0.681245283018868
1983,0.681962264150943
1984,0.682679245283019
1985,0.683396226415094
1986,0.68411320754717
1987,0.684830188679245
1988,0.685547169811321
1989,0.686264150943396
1990,0.686981132075472
1991,0.687698113207547
1992,0.688415094339623
1993,0.689132075471698
1994,0.689849056603774
1995,0.690566037735849
1996,0.691283018867924
1997,0.692
1998,0.692716981132075
1999,0.693433962264151
2000,0.694150943396226
2001,0.694867924528302
2002,0.695584905660377
2003,0.696301886792453
2004,0.697018867924528
2005,0.697735849056604
2006,0.698452830188679
2007,0.699169811320755
2008,0.69988679245283
2009,0.700603773584906
2010,0.701320754716981
2011,0.702037735849057
2012,0.702754716981132
2013,0.703471698113208
2014,0.704188679245283
2015,0.704905660377358
2016,0.705622641509434
2017,0.70633962264151
2018,0.707056603773585
2019,0.70777358490566
2020,0.708490566037736
2021,0.709207547169811
2022,0.709924528301887
2023,0.710641509433962
2024,0.711358490566038
2025,0.712075471698113
2026,0.712792452830189
2027,0.713509433962264
2028,0.71422641509434
2029,0.714943396226415
2030,0.715660377358491
2031,0.716377358490566
2032,0.717094339622641
2033,0.717811320754717
2034,0.718528301886792
2035,0.719245283018868
2036,0.719962264150943
2037,0.720679245283019
2038,0.721396226415094
2039,0.72211320754717
2040,0.722830188679245
2041,0.723547169811321
2042,0.724264150943396
2043,0.724981132075472
2044,0.725698113207547
2045,0.726415094339623
2046,0.727132075471698
2047,0.727849056603774
2048,0.728566037735849
2049,0.729283018867924
2050,0.73
